CountryNameLab	CountryLabId	DivisionId	Division	DivisionIdNorm	DivisionNameNorm
Ecuador	6	1155	TULIPANESA S. A.	1155	TULIPANESA 
México	11	183	UCB DE MÉXICO, S.A. DE C.V.	183	UCB 
México	11	2336	UNDRA, S.A. DE C.V.	2336	UNDRA
Perú	14	593	UNIMED DEL PERÚ S.A.	593	UNIMED
Colombia	4	260	GRUPO UNIPHARM	260	UNIPHARM
Centroamerica	3	2527	GRUPO UNIPHARM	2527	UNIPHARM
México	11	184	UNIPHARM DE MÉXICO S.A. DE C.V.	184	UNIPHARM 
Ecuador	6	2656	UNIPHARM DEL ECUADOR S. A.	2656	UNIPHARM 
México	11	2789	UP PHARMA	2789	UP PHARMA
Colombia	4	2673	USANA HEALTH SCIENCES COLOMBIA, SAS	2673	USANA
México	11	185	USANA MÉXICO, S.A. DE C.V.	185	USANA
México	11	186	VALDECASAS, S.A., LABORATORIOS	186	VALDECASAS
México	11	187	VALEANT FARMACÉUTICA, S.A. DE C.V.	187	VALEANT
Centroamerica	3	1347	VALEANT FARMACÉUTICA, S.A. DE C.V.	1347	VALEANT
Chile	38	2636	VALMA LTDA.	2636	VALMA
México	11	1014	VANQUISH	1014	VANQUISH
Colombia	4	350	VANSOLIX	350	VANSOLIX
Colombia	4	2471	VENUS REMEDIES	2471	VENUS REMEDIES
Colombia	4	2761	VICAR FARMACEUTICA S.A.	2761	VICAR
México	11	188	VICHY, LABORATORIOS	188	VICHY
México	11	189	VICTORY ENTERPRISES, S.A. DE C.V.	189	VICTORY ENTERPRISES
Centroamerica	3	1348	VIFOR (INTERNATIONAL) INC.	1348	VIFOR
Centroamerica	3	1349	VIJOSA, S.A. DE C.V., LABORATORIOS 	1349	VIJOSA
Perú	14	598	VITABIOTICS	598	VITABIOTICS
Colombia	4	352	VITALCHEM LABORATORIES DE COLOMBIA LTDA.	352	VITALCHEM 
Centroamerica	3	1402	VITALIS	1402	VITALIS
Perú	14	599	VITALIS PERU S.A.C.	599	VITALIS
México	11	2516	VITALIS PHARMA	2516	VITALIS
Colombia	4	353	VITALIS S. A. C. I.	353	VITALIS
Chile	38	2637	VOLTA S.A.	2637	VOLTA
Colombia	4	354	WEIDER, LTDA.	354	WEIDER
México	11	190	WERMAR PHARMACEUTICALS, S.A. DE C.V.	190	WERMAR PHARMACEUTICALS
Colombia	4	355	WESTWOOD SQUIBB	355	WESTWOOD SQUIBB
Colombia	4	356	WINTHROP PHARMACEUTICALS	356	WINTHROP 
México	11	191	WINTHROP PHARMACEUTICALS DE MÉXICO, S.A. DE C.V.	191	WINTHROP 
Perú	14	601	WORLD PHARMA S.A.C.	601	WORLD PHARMA 
Colombia	4	357	WYETH	357	WYETH
Chile	38	2641	WYETH CONSUMER HEALTHCARE CHILE	2641	WYETH
Colombia	4	358	WYETH CONSUMER HEALTHCARE LTDA.	357	WYETH
Chile	38	2642	WYETH INC.	2641	WYETH
México	11	193	WYETH, S.A. DE C.V.	192	WYETH
México	11	194	ZAFIRO, S.A. DE C.V., LABORATORIOS	194	ZAFIRO
Ecuador	6	1199	ZAIMELLA	1199	ZAIMELLA
Colombia	4	359	ZAMBON	359	ZAMBON
Ecuador	6	1161	ZAMBON GROUP	1161	ZAMBON
México	11	2643	UP PHARMA, S.A. DE C.V.	2643	ZELLER SUIZA
México	11	2679	ZURICH PHARMA, S.A. DE C.V.	2679	ZURICH PHARMA
